日期,市場,產品,上價,中價,下價,平均價(元/公斤),價格跟前一交易日比較%,交易量(公斤),交易量跟前一交易日比較%
103/02/11,260 宜蘭市,P1 番石榴 珍珠芭 ,25.0,15.0,10.0,16.6,    0,5230, - 16
103/02/12,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0, + 20,2870, - 45
103/02/12,600 嘉義市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,16.0,    0,1700, -  8
103/02/12,241 三重區,P1 番石榴 珍珠芭 ,43.8,14.7,10.7,19.7, +  9,33300, + 10
103/02/12,338 桃　農,P1 番石榴 珍珠芭 ,18.0,12.4,7.5,12.4, - 17,356, +691
103/02/12,800 高雄市,P1 番石榴 珍珠芭 ,20.0,20.0,20.0,20.0, - 16,100, - 97
103/02/12,104 台北二,P1 番石榴 珍珠芭 ,46.4,30.0,15.1,30.3, + 11,10703, +  6
103/02/12,109 台北一,P1 番石榴 珍珠芭 ,56.2,36.9,18.8,37.1, + 20,23211, -  1
103/02/12,930 台東市,P1 番石榴 珍珠芭 ,28.0,23.0,20.0,23.0,    0,380, - 28
103/02/12,400 台中市,P1 番石榴 珍珠芭 ,28.8,19.2,10.2,20.4, + 17,17880, - 54
103/02/12,830 鳳山區,P1 番石榴 珍珠芭 ,32.0,25.6,23.1,25.6, + 19,4220, - 16
103/02/13,800 高雄市,P1 番石榴 珍珠芭 ,29.2,21.7,14.4,21.7, +  8,1837, +999
103/02/13,400 台中市,P1 番石榴 珍珠芭 ,27.2,18.0,9.6,20.2, -  1,34531, + 93
103/02/13,241 三重區,P1 番石榴 珍珠芭 ,44.2,16.5,10.9,20.9, +  6,39368, + 18
103/02/13,104 台北二,P1 番石榴 珍珠芭 ,55.7,36.9,17.7,36.8, + 21,13378, + 25
103/02/13,600 嘉義市,P1 番石榴 珍珠芭 ,23.0,15.0,10.0,15.0, -  6,1500, - 12
103/02/13,338 桃　農,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,15.0, + 21,185, - 48
103/02/13,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5560, + 94
103/02/13,109 台北一,P1 番石榴 珍珠芭 ,50.5,32.7,16.8,33.1, - 11,32254, + 39
103/02/13,930 台東市,P1 番石榴 珍珠芭 ,28.0,21.0,14.0,22.0, -  4,350, -  8
103/02/14,338 桃　農,P1 番石榴 珍珠芭 ,18.0,12.7,10.0,12.7, - 15,188, +  2
103/02/14,600 嘉義市,P1 番石榴 珍珠芭 ,22.0,14.0,10.0,14.0, -  7,900, - 40
103/02/14,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5420, -  3
103/02/14,400 台中市,P1 番石榴 珍珠芭 ,30.1,17.7,7.9,21.4, +  6,26587, - 23
103/02/14,930 台東市,P1 番石榴 珍珠芭 ,28.0,21.0,14.0,20.0, -  9,200, - 43
103/02/14,109 台北一,P1 番石榴 珍珠芭 ,52.3,33.7,15.1,33.7, +  2,31135, -  3
103/02/14,800 高雄市,P1 番石榴 珍珠芭 ,30.0,23.3,20.0,24.0, + 11,450, - 76
103/02/14,241 三重區,P1 番石榴 珍珠芭 ,45.5,17.3,10.8,21.7, +  4,40805, +  4
103/02/14,104 台北二,P1 番石榴 珍珠芭 ,69.5,48.8,26.8,48.5, + 32,15218, + 14
103/02/14,830 鳳山區,P1 番石榴 珍珠芭 ,30.1,19.1,14.0,19.1,  -  ,5560,  -  
103/02/16,600 嘉義市,P1 番石榴 珍珠芭 ,23.0,13.0,10.0,13.0, -  7,1000, + 11
103/02/17,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,13.0,10.0,13.0,    0,1700, + 70
103/02/18,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,13.0,10.0,13.0,    0,1750, +  3
103/02/18,338 桃　農,P1 番石榴 珍珠芭 ,21.0,13.9,6.5,13.9, +  9,754, +301
103/02/18,400 台中市,P1 番石榴 珍珠芭 ,31.0,20.1,8.8,21.7, +  1,57979, +118
103/02/18,241 三重區,P1 番石榴 珍珠芭 ,45.4,18.3,12.4,22.6, +  4,47675, + 17
103/02/18,104 台北二,P1 番石榴 珍珠芭 ,61.1,44.5,23.9,43.7, - 10,19517, + 28
103/02/18,930 台東市,P1 番石榴 珍珠芭 ,23.0,18.0,14.0,18.1, -  9,300, + 50
103/02/18,800 高雄市,P1 番石榴 珍珠芭 ,22.8,17.7,14.1,18.0, - 25,2267, +404
103/02/18,109 台北一,P1 番石榴 珍珠芭 ,57.2,33.7,17.5,35.2, +  4,39377, + 26
103/02/19,930 台東市,P1 番石榴 珍珠芭 ,23.0,17.0,14.0,19.0, +  5,500, + 67
103/02/19,400 台中市,P1 番石榴 珍珠芭 ,30.7,20.2,8.9,22.0, +  1,36641, - 37
103/02/19,800 高雄市,P1 番石榴 珍珠芭 ,25.0,21.9,18.0,21.7, + 21,876, - 61
103/02/19,830 鳳山區,P1 番石榴 珍珠芭 ,22.2,16.5,13.2,16.5,  -  ,5320,  -  
103/02/19,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,15.0,10.0,15.0, + 15,1500, - 14
103/02/19,104 台北二,P1 番石榴 珍珠芭 ,58.8,40.2,22.5,40.4, -  8,17688, -  9
103/02/19,241 三重區,P1 番石榴 珍珠芭 ,45.0,15.8,13.0,21.1, -  7,51951, +  9
103/02/19,338 桃　農,P1 番石榴 珍珠芭 ,15.0,12.0,8.5,12.0, - 14,340, - 55
103/02/19,109 台北一,P1 番石榴 珍珠芭 ,53.9,32.7,14.1,33.2, -  6,39074, -  1
103/02/20,241 三重區,P1 番石榴 珍珠芭 ,42.5,16.9,12.7,21.2, +  0,35559, - 32
103/02/20,930 台東市,P1 番石榴 珍珠芭 ,35.0,23.0,15.0,22.0, + 16,700, + 40
103/02/20,109 台北一,P1 番石榴 珍珠芭 ,53.0,32.7,17.7,33.8, +  2,28852, - 26
103/02/20,400 台中市,P1 番石榴 珍珠芭 ,36.6,21.6,9.9,22.9, +  4,22020, - 40
103/02/20,800 高雄市,P1 番石榴 珍珠芭 ,44.3,24.3,15.0,26.5, + 22,4185, +378
103/02/20,104 台北二,P1 番石榴 珍珠芭 ,54.7,36.9,22.1,37.5, -  7,14131, - 20
103/02/20,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5320, -  2
103/02/20,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,17.0,10.0,17.0, + 13,1600, +  7
103/02/20,338 桃　農,P1 番石榴 珍珠芭 ,18.0,16.4,15.0,16.4, + 37,198, - 42
103/02/20,830 鳳山區,P1 番石榴 珍珠芭 ,26.0,21.1,18.1,21.1, + 28,9620, + 81
103/02/21,830 鳳山區,P1 番石榴 珍珠芭 ,43.4,21.5,14.0,21.5, +  2,9800, +  2
103/02/21,104 台北二,P1 番石榴 珍珠芭 ,65.1,44.6,29.2,45.6, + 22,8896, - 37
103/02/21,930 台東市,P1 番石榴 珍珠芭 ,40.0,24.0,14.0,22.0,    0,660, -  6
103/02/21,241 三重區,P1 番石榴 珍珠芭 ,43.6,17.7,12.8,21.9, +  3,24943, - 30
103/02/21,600 嘉義市,P1 番石榴 珍珠芭 ,26.0,19.0,11.0,19.0, + 12,1500, -  6
103/02/21,400 台中市,P1 番石榴 珍珠芭 ,32.0,25.2,15.1,25.9, + 13,21899, -  1
103/02/21,109 台北一,P1 番石榴 珍珠芭 ,65.1,42.1,19.9,42.3, + 25,17670, - 39
103/02/21,338 桃　農,P1 番石榴 珍珠芭 ,20.0,20.0,20.0,20.0, + 22,96, - 52
103/02/21,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5320,    0
103/02/22,338 桃　農,P1 番石榴 珍珠芭 ,20.0,20.0,20.0,20.0,    0,96,    0
103/02/22,241 三重區,P1 番石榴 珍珠芭 ,54.2,23.3,18.7,28.5, + 30,38537, + 55
103/02/22,400 台中市,P1 番石榴 珍珠芭 ,35.7,24.8,12.1,26.2, +  1,38348, + 75
103/02/22,930 台東市,P1 番石榴 珍珠芭 ,31.0,22.0,14.0,22.0,    0,760, + 15
103/02/22,800 高雄市,P1 番石榴 珍珠芭 ,30.9,22.7,18.0,23.4,  -  ,3064,  -  
103/02/22,600 嘉義市,P1 番石榴 珍珠芭 ,26.0,20.0,12.0,20.0, +  5,1600, +  7
103/02/22,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5120, -  4
103/02/22,830 鳳山區,P1 番石榴 珍珠芭 ,40.0,23.8,18.1,23.8, + 11,3070, - 69
103/02/22,109 台北一,P1 番石榴 珍珠芭 ,63.3,40.5,24.1,41.8, -  1,36602, +107
103/02/22,104 台北二,P1 番石榴 珍珠芭 ,69.5,51.8,27.5,50.5, + 11,13234, + 49
103/02/23,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,20.0,10.0,20.0,    0,5320, +  4
103/02/23,400 台中市,P1 番石榴 珍珠芭 ,35.0,24.8,16.2,26.0, -  1,32964, - 14
103/02/23,830 鳳山區,P1 番石榴 珍珠芭 ,31.2,22.5,17.1,22.5, -  5,14260, +364
103/02/23,109 台北一,P1 番石榴 珍珠芭 ,69.2,45.6,26.7,46.6, + 11,31867, - 13
103/02/23,338 桃　農,P1 番石榴 珍珠芭 ,20.0,20.0,20.0,20.0,    0,42, - 56
103/02/23,241 三重區,P1 番石榴 珍珠芭 ,54.3,25.5,20.1,30.2, +  6,49492, + 28
103/02/23,600 嘉義市,P1 番石榴 珍珠芭 ,26.0,19.0,11.0,19.0, -  5,1400, - 13
103/02/23,930 台東市,P1 番石榴 珍珠芭 ,31.0,22.0,17.0,23.0, +  5,600, - 21
103/02/23,104 台北二,P1 番石榴 珍珠芭 ,68.8,49.1,30.6,49.3, -  2,17108, + 29
103/02/23,800 高雄市,P1 番石榴 珍珠芭 ,30.0,23.2,20.0,23.9, +  2,466, - 85
103/02/24,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,23.0,12.0,23.0, + 21,1700, + 21
103/02/25,338 桃　農,P1 番石榴 珍珠芭 ,31.5,22.3,16.5,22.3, + 12,461, +998
103/02/25,104 台北二,P1 番石榴 珍珠芭 ,70.5,52.3,34.7,52.4, +  6,14445, - 16
103/02/25,800 高雄市,P1 番石榴 珍珠芭 ,37.0,29.2,22.3,29.4, + 23,2769, +494
103/02/25,241 三重區,P1 番石榴 珍珠芭 ,60.4,30.9,24.3,35.5, + 18,37502, - 24
103/02/25,600 嘉義市,P1 番石榴 珍珠芭 ,31.0,25.0,12.0,25.0, +  9,1500, - 12
103/02/25,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3, + 42,5050, -  5
103/02/25,400 台中市,P1 番石榴 珍珠芭 ,43.8,30.9,18.3,31.9, + 23,29103, - 12
103/02/25,830 鳳山區,P1 番石榴 珍珠芭 ,31.1,23.0,19.0,23.0, +  2,7900, - 45
103/02/25,930 台東市,P1 番石榴 珍珠芭 ,33.0,23.0,19.0,23.5, +  2,550, -  8
103/02/25,109 台北一,P1 番石榴 珍珠芭 ,69.4,46.1,28.6,47.2, +  1,33414, +  5
103/02/26,830 鳳山區,P1 番石榴 珍珠芭 ,36.4,27.0,21.0,27.0, + 17,7060, - 11
103/02/26,800 高雄市,P1 番石榴 珍珠芭 ,30.0,27.2,25.0,27.3, -  7,666, - 76
103/02/26,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,5320, +  5
103/02/26,104 台北二,P1 番石榴 珍珠芭 ,71.8,47.4,30.1,48.8, -  7,14011, -  3
103/02/26,930 台東市,P1 番石榴 珍珠芭 ,35.0,26.0,21.0,27.0, + 15,640, + 16
103/02/26,109 台北一,P1 番石榴 珍珠芭 ,74.1,46.9,28.6,48.6, +  3,29419, - 12
103/02/26,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,24.0,12.0,24.0, -  4,1600, +  7
103/02/26,241 三重區,P1 番石榴 珍珠芭 ,58.0,30.4,25.8,35.0, -  1,36135, -  4
103/02/26,400 台中市,P1 番石榴 珍珠芭 ,41.9,31.2,20.0,30.3, -  5,19268, - 34
103/02/27,241 三重區,P1 番石榴 珍珠芭 ,64.9,32.0,26.6,37.5, +  7,40361, + 12
103/02/27,930 台東市,P1 番石榴 珍珠芭 ,33.0,26.0,21.0,29.0, +  7,600, -  6
103/02/27,104 台北二,P1 番石榴 珍珠芭 ,75.2,49.4,29.2,50.5, +  3,12745, -  9
103/02/27,338 桃　農,P1 番石榴 珍珠芭 ,25.0,17.7,11.5,17.7,  -  ,331,  -  
103/02/27,800 高雄市,P1 番石榴 珍珠芭 ,40.0,32.8,26.3,32.9, + 21,1005, + 51
103/02/27,830 鳳山區,P1 番石榴 珍珠芭 ,31.1,26.5,24.1,26.5, -  2,4070, - 42
103/02/27,109 台北一,P1 番石榴 珍珠芭 ,70.7,47.7,27.2,48.2, -  1,32403, + 10
103/02/27,400 台中市,P1 番石榴 珍珠芭 ,44.5,31.2,19.6,33.1, +  9,27309, + 42
103/02/27,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,24.0,12.0,24.0,    0,1680, +  5
103/02/27,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,5340, +  0
103/02/28,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,20.0,30.0, +  6,5890, + 10
103/02/28,241 三重區,P1 番石榴 珍珠芭 ,61.3,33.6,29.0,38.2, +  2,40667, +  1
103/02/28,109 台北一,P1 番石榴 珍珠芭 ,70.8,44.7,25.0,46.0, -  5,29717, -  8
103/02/28,104 台北二,P1 番石榴 珍珠芭 ,81.8,56.8,29.8,56.4, + 12,11419, - 10
103/02/28,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,25.0,12.0,25.0, +  4,1600, -  5
103/02/28,800 高雄市,P1 番石榴 珍珠芭 ,38.8,31.9,25.0,31.9, -  3,2241, +123
103/02/28,830 鳳山區,P1 番石榴 珍珠芭 ,41.0,31.2,25.0,31.2, + 18,7410, + 82
103/02/28,400 台中市,P1 番石榴 珍珠芭 ,45.3,32.3,21.1,34.2, +  3,26204, -  4
103/02/28,338 桃　農,P1 番石榴 珍珠芭 ,25.0,22.7,18.0,22.7, + 28,121, - 63
103/02/28,930 台東市,P1 番石榴 珍珠芭 ,40.0,32.0,25.0,31.0, +  7,450, - 25
103/03/01,104 台北二,P1 番石榴 珍珠芭 ,79.3,52.0,23.6,51.8, -  8,15033, + 32
103/03/01,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3, -  6,5560, -  6
103/03/01,830 鳳山區,P1 番石榴 珍珠芭 ,39.5,30.0,24.0,30.0, -  4,7540, +  2
103/03/01,800 高雄市,P1 番石榴 珍珠芭 ,40.0,30.3,21.8,30.5, -  4,1159, - 48
103/03/01,930 台東市,P1 番石榴 珍珠芭 ,40.0,30.0,21.0,30.0, -  3,200, - 56
103/03/01,338 桃　農,P1 番石榴 珍珠芭 ,28.0,24.0,16.0,24.0, +  6,121,    0
103/03/01,241 三重區,P1 番石榴 珍珠芭 ,63.2,32.9,26.7,37.7, -  1,45878, + 13
103/03/01,400 台中市,P1 番石榴 珍珠芭 ,47.4,33.4,20.7,33.8, -  1,25163, -  4
103/03/01,109 台北一,P1 番石榴 珍珠芭 ,66.0,43.3,23.0,43.8, -  5,36402, + 22
103/03/01,600 嘉義市,P1 番石榴 珍珠芭 ,32.0,24.0,12.0,24.0, -  4,1400, - 13
103/03/02,830 鳳山區,P1 番石榴 珍珠芭 ,41.2,28.4,22.0,28.4, -  5,7400, -  2
103/03/02,241 三重區,P1 番石榴 珍珠芭 ,56.0,30.8,23.8,34.5, -  8,44643, -  3
103/03/02,104 台北二,P1 番石榴 珍珠芭 ,75.3,48.5,26.7,49.5, -  4,15550, +  3
103/03/02,400 台中市,P1 番石榴 珍珠芭 ,43.7,33.3,22.4,33.2, -  2,32200, + 28
103/03/02,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,5980, +  8
103/03/02,109 台北一,P1 番石榴 珍珠芭 ,67.1,39.0,17.2,40.3, -  8,28884, - 21
103/03/02,338 桃　農,P1 番石榴 珍珠芭 ,25.0,20.8,16.5,20.8, - 13,415, +243
103/03/02,930 台東市,P1 番石榴 珍珠芭 ,42.0,30.0,22.0,30.4, +  1,200,    0
103/03/03,600 嘉義市,P1 番石榴 珍珠芭 ,43.0,30.0,15.0,30.0, + 25,1600, + 14
103/03/04,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6120, +  2
103/03/04,338 桃　農,P1 番石榴 珍珠芭 ,24.0,18.5,12.7,18.5, - 11,800, + 93
103/03/04,241 三重區,P1 番石榴 珍珠芭 ,58.7,29.5,20.4,33.5, -  3,40084, - 10
103/03/04,830 鳳山區,P1 番石榴 珍珠芭 ,60.3,31.7,22.0,31.7, + 12,4540, - 39
103/03/04,930 台東市,P1 番石榴 珍珠芭 ,60.0,33.0,22.0,35.0, + 15,500, +150
103/03/04,800 高雄市,P1 番石榴 珍珠芭 ,59.7,34.3,23.1,37.1,  -  ,5172,  -  
103/03/04,600 嘉義市,P1 番石榴 珍珠芭 ,44.0,31.0,15.0,31.0, +  3,1700, +  6
103/03/04,109 台北一,P1 番石榴 珍珠芭 ,64.9,42.5,21.6,42.8, +  6,31517, +  9
103/03/04,104 台北二,P1 番石榴 珍珠芭 ,72.5,49.2,30.3,50.0, +  1,16896, +  9
103/03/04,400 台中市,P1 番石榴 珍珠芭 ,46.0,32.0,21.7,33.8, +  2,34701, +  8
103/03/05,400 台中市,P1 番石榴 珍珠芭 ,46.0,33.5,21.9,33.4, -  1,34435, -  1
103/03/05,800 高雄市,P1 番石榴 珍珠芭 ,30.8,30.0,25.0,29.2, - 21,483, - 91
103/03/05,241 三重區,P1 番石榴 珍珠芭 ,56.1,28.3,23.2,32.9, -  2,41138, +  3
103/03/05,930 台東市,P1 番石榴 珍珠芭 ,55.0,32.0,22.0,31.6, - 10,450, - 10
103/03/05,830 鳳山區,P1 番石榴 珍珠芭 ,60.3,31.6,22.0,31.6, -  0,4050, - 11
103/03/05,104 台北二,P1 番石榴 珍珠芭 ,64.3,41.7,25.8,43.0, - 14,16496, -  2
103/03/05,109 台北一,P1 番石榴 珍珠芭 ,63.1,44.2,25.0,44.1, +  3,22450, - 29
103/03/05,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,28.0,15.0,28.0, - 10,1400, - 18
103/03/05,338 桃　農,P1 番石榴 珍珠芭 ,21.0,16.1,11.0,16.1, - 13,551, - 31
103/03/05,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,5980, -  2
103/03/06,930 台東市,P1 番石榴 珍珠芭 ,36.0,28.0,22.0,30.0, -  5,450,    0
103/03/06,400 台中市,P1 番石榴 珍珠芭 ,43.6,30.7,21.1,32.2, -  4,27623, - 20
103/03/06,830 鳳山區,P1 番石榴 珍珠芭 ,31.1,27.5,24.1,27.5, - 13,8570, +112
103/03/06,338 桃　農,P1 番石榴 珍珠芭 ,20.0,20.0,20.0,20.0, + 24,42, - 92
103/03/06,241 三重區,P1 番石榴 珍珠芭 ,52.1,27.0,21.7,30.9, -  6,39080, -  5
103/03/06,109 台北一,P1 番石榴 珍珠芭 ,65.5,43.1,27.2,44.4, +  1,24014, +  7
103/03/06,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,26.0,15.0,26.0, -  7,1500, +  7
103/03/06,104 台北二,P1 番石榴 珍珠芭 ,58.4,39.7,28.0,41.1, -  4,15969, -  3
103/03/06,800 高雄市,P1 番石榴 珍珠芭 ,38.8,30.5,20.0,30.1, +  3,1939, +301
103/03/06,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6250, +  5
103/03/07,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6120, -  2
103/03/07,930 台東市,P1 番石榴 珍珠芭 ,40.0,28.0,21.0,28.4, -  5,450,    0
103/03/07,800 高雄市,P1 番石榴 珍珠芭 ,50.0,33.3,29.2,35.8, + 19,366, - 81
103/03/07,400 台中市,P1 番石榴 珍珠芭 ,41.5,31.4,20.7,32.5, +  1,24425, - 12
103/03/07,109 台北一,P1 番石榴 珍珠芭 ,60.1,37.1,20.0,38.3, - 14,23145, -  4
103/03/07,104 台北二,P1 番石榴 珍珠芭 ,57.5,39.6,24.2,40.1, -  2,12295, - 23
103/03/07,830 鳳山區,P1 番石榴 珍珠芭 ,39.4,27.0,20.1,27.0, -  2,3610, - 58
103/03/07,600 嘉義市,P1 番石榴 珍珠芭 ,43.0,25.0,15.0,25.0, -  4,1300, - 13
103/03/07,338 桃　農,P1 番石榴 珍珠芭 ,25.0,19.9,15.5,19.9, -  1,426, +914
103/03/07,241 三重區,P1 番石榴 珍珠芭 ,49.2,23.0,18.4,27.3, - 12,39107, +  0
103/03/08,830 鳳山區,P1 番石榴 珍珠芭 ,49.3,34.0,28.1,34.0, + 26,7450, +106
103/03/08,338 桃　農,P1 番石榴 珍珠芭 ,18.0,16.0,12.0,16.0, - 20,107, - 75
103/03/08,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,20.0,30.0, +  6,6520, +  7
103/03/08,930 台東市,P1 番石榴 珍珠芭 ,43.0,32.0,25.0,30.0, +  6,500, + 11
103/03/08,104 台北二,P1 番石榴 珍珠芭 ,54.6,40.4,27.7,40.7, +  1,18998, + 55
103/03/08,400 台中市,P1 番石榴 珍珠芭 ,42.3,30.6,20.0,32.5,    0,32005, + 31
103/03/08,241 三重區,P1 番石榴 珍珠芭 ,54.0,25.5,19.9,30.1, + 10,38117, -  3
103/03/08,109 台北一,P1 番石榴 珍珠芭 ,58.3,40.5,26.2,41.2, +  8,32938, + 42
103/03/08,800 高雄市,P1 番石榴 珍珠芭 ,40.0,32.8,25.2,32.7, -  9,1315, +259
103/03/08,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,25.0,15.0,25.0,    0,1600, + 23
103/03/09,800 高雄市,P1 番石榴 珍珠芭 ,35.0,30.3,25.0,30.2, -  8,75, - 94
103/03/09,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3, -  6,6120, -  6
103/03/09,338 桃　農,P1 番石榴 珍珠芭 ,43.5,21.2,12.0,21.2, + 32,567, +430
103/03/09,109 台北一,P1 番石榴 珍珠芭 ,55.5,41.6,26.7,41.4, +  0,33112, +  1
103/03/09,104 台北二,P1 番石榴 珍珠芭 ,54.8,40.5,27.7,40.8, +  0,19553, +  3
103/03/09,830 鳳山區,P1 番石榴 珍珠芭 ,41.2,31.2,25.0,31.2, -  8,4460, - 40
103/03/09,241 三重區,P1 番石榴 珍珠芭 ,53.2,27.8,19.7,31.3, +  4,38126, +  0
103/03/09,400 台中市,P1 番石榴 珍珠芭 ,46.3,31.8,22.0,32.2, -  1,26339, - 18
103/03/09,930 台東市,P1 番石榴 珍珠芭 ,40.0,31.0,25.0,30.0,    0,500,    0
103/03/09,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,24.0,15.0,24.0, -  4,1300, - 19
103/03/10,600 嘉義市,P1 番石榴 珍珠芭 ,45.0,27.0,16.0,27.0, + 13,1500, + 15
103/03/11,600 嘉義市,P1 番石榴 珍珠芭 ,45.0,26.0,16.0,26.0, -  4,1400, -  7
103/03/11,400 台中市,P1 番石榴 珍珠芭 ,41.4,30.7,21.7,32.3, +  0,36315, + 38
103/03/11,104 台北二,P1 番石榴 珍珠芭 ,53.9,40.5,30.2,41.1, +  1,19774, +  1
103/03/11,109 台北一,P1 番石榴 珍珠芭 ,60.2,42.9,29.2,43.6, +  5,30724, -  7
103/03/11,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6250, +  2
103/03/11,830 鳳山區,P1 番石榴 珍珠芭 ,35.2,28.3,24.1,28.3, -  9,7620, + 71
103/03/11,930 台東市,P1 番石榴 珍珠芭 ,38.0,28.0,23.0,29.0, -  3,500,    0
103/03/11,241 三重區,P1 番石榴 珍珠芭 ,54.2,28.9,19.8,32.1, +  3,36926, -  3
103/03/11,800 高雄市,P1 番石榴 珍珠芭 ,45.6,31.7,22.8,32.7, +  8,3454, +999
103/03/11,338 桃　農,P1 番石榴 珍珠芭 ,32.5,21.9,11.5,21.9, +  3,450, - 21
103/03/12,109 台北一,P1 番石榴 珍珠芭 ,59.5,44.7,31.4,45.0, +  3,28884, -  6
103/03/12,241 三重區,P1 番石榴 珍珠芭 ,55.0,27.8,19.6,31.6, -  2,37741, +  2
103/03/12,600 嘉義市,P1 番石榴 珍珠芭 ,46.0,25.0,16.0,25.0, -  4,1900, + 36
103/03/12,400 台中市,P1 番石榴 珍珠芭 ,43.4,32.0,21.9,33.2, +  3,27438, - 24
103/03/12,104 台北二,P1 番石榴 珍珠芭 ,61.3,46.4,32.2,46.5, + 13,13405, - 32
103/03/12,800 高雄市,P1 番石榴 珍珠芭 ,50.0,48.1,28.8,44.6, + 36,242, - 93
103/03/12,930 台東市,P1 番石榴 珍珠芭 ,43.0,30.0,22.0,33.0, + 14,500,    0
103/03/12,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,5860, -  6
103/03/12,830 鳳山區,P1 番石榴 珍珠芭 ,46.5,30.2,22.0,30.2, +  7,11220, + 47
103/03/13,400 台中市,P1 番石榴 珍珠芭 ,43.2,32.5,21.3,32.5, -  2,24944, -  9
103/03/13,338 桃　農,P1 番石榴 珍珠芭 ,50.0,31.3,22.0,31.3,  -  ,84,  -  
103/03/13,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6530, + 11
103/03/13,600 嘉義市,P1 番石榴 珍珠芭 ,45.0,25.0,16.0,25.0,    0,1920, +  1
103/03/13,104 台北二,P1 番石榴 珍珠芭 ,61.4,44.3,32.8,45.4, -  2,13731, +  2
103/03/13,109 台北一,P1 番石榴 珍珠芭 ,61.3,45.7,32.7,46.2, +  3,23776, - 18
103/03/13,830 鳳山區,P1 番石榴 珍珠芭 ,50.0,37.6,29.1,37.6, + 25,5210, - 54
103/03/13,800 高雄市,P1 番石榴 珍珠芭 ,53.8,33.3,25.0,35.7, - 20,2180, +801
103/03/13,241 三重區,P1 番石榴 珍珠芭 ,54.2,28.5,21.9,32.3, +  2,34032, - 10
103/03/13,930 台東市,P1 番石榴 珍珠芭 ,49.0,32.0,25.0,33.0,    0,400, - 20
103/03/14,104 台北二,P1 番石榴 珍珠芭 ,64.6,49.3,36.3,49.8, + 10,14103, +  3
103/03/14,400 台中市,P1 番石榴 珍珠芭 ,42.8,32.8,21.3,31.7, -  2,22783, -  9
103/03/14,109 台北一,P1 番石榴 珍珠芭 ,58.1,46.6,33.1,46.2,    0,28333, + 19
103/03/14,600 嘉義市,P1 番石榴 珍珠芭 ,44.0,24.0,15.0,24.0, -  4,1800, -  6
103/03/14,930 台東市,P1 番石榴 珍珠芭 ,45.0,28.0,24.0,29.0, - 12,200, - 50
103/03/14,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,30.0,15.0,28.3,    0,6530,    0
103/03/14,241 三重區,P1 番石榴 珍珠芭 ,58.6,31.2,23.8,35.2, +  9,29256, - 14
103/03/14,830 鳳山區,P1 番石榴 珍珠芭 ,54.3,33.4,26.0,33.4, - 11,4310, - 17
103/03/14,800 高雄市,P1 番石榴 珍珠芭 ,45.2,26.5,24.9,29.9, - 16,688, - 68
103/03/14,338 桃　農,P1 番石榴 珍珠芭 ,30.0,22.3,16.5,22.3, - 29,276, +229
