年度,期作,縣市,鄉鎮,作物代碼,作物,收穫面積(公頃),種植面積(公頃),每公頃收穫量(公斤),收量(公斤)
108,裡作,基隆市,暖暖區,438 ,蔥,0.02,0.02,10000.0,200.0
108,一期作,基隆市,暖暖區,438 ,蔥,0.04,0.04,10000.0,400.0
108,二期作,基隆市,暖暖區,438 ,蔥,0.03,0.03,9800.0,294.0
108,全年,基隆市,暖暖區,438 ,蔥,0.09,0.09,9933.0,894.0
108,一期作,基隆市,暖暖區,440 ,芋,0.03,0.03,9800.0,294.0
108,全年,基隆市,暖暖區,440 ,芋,0.03,0.03,9800.0,294.0
108,裡作,基隆市,暖暖區,445 ,蕗蕎,0.02,0.02,10500.0,210.0
108,一期作,基隆市,暖暖區,445 ,蕗蕎,0.02,0.02,11000.0,220.0
108,二期作,基隆市,暖暖區,445 ,蕗蕎,0.02,0.02,9600.0,192.0
108,全年,基隆市,暖暖區,445 ,蕗蕎,0.06,0.06,10367.0,622.0
108,裡作,基隆市,暖暖區,456 ,大芥菜,0.08,0.08,9550.0,764.0
108,全年,基隆市,暖暖區,456 ,大芥菜,0.08,0.08,9550.0,764.0
108,一期作,基隆市,暖暖區,457 ,甕菜,0.02,0.02,10300.0,206.0
108,二期作,基隆市,暖暖區,457 ,甕菜,0.03,0.03,10000.0,300.0
108,全年,基隆市,暖暖區,457 ,甕菜,0.05,0.05,10120.0,506.0
108,裡作,基隆市,暖暖區,458 ,芹菜,0.03,0.03,9900.0,297.0
108,全年,基隆市,暖暖區,458 ,芹菜,0.03,0.03,9900.0,297.0
108,裡作,基隆市,暖暖區,460 ,萵苣,0.06,0.06,9500.0,570.0
108,一期作,基隆市,暖暖區,460 ,萵苣,0.07,0.07,10000.0,700.0
108,二期作,基隆市,暖暖區,460 ,萵苣,0.07,0.07,10200.0,714.0
108,全年,基隆市,暖暖區,460 ,萵苣,0.2,0.2,9920.0,1984.0
108,一期作,基隆市,暖暖區,461 ,莧菜,0.01,0.01,10500.0,105.0
108,二期作,基隆市,暖暖區,461 ,莧菜,0.02,0.02,9500.0,190.0
108,全年,基隆市,暖暖區,461 ,莧菜,0.03,0.03,9833.0,295.0
108,裡作,台北市,士林區,470 ,其他(果菜),12.76,12.76,12748.0,162664.0
108,一期作,台北市,士林區,470 ,其他(果菜),24.33,24.33,13118.0,319161.0
108,二期作,台北市,士林區,470 ,其他(果菜),26.98,26.98,13572.0,366173.0
108,全年,台北市,士林區,470 ,其他(果菜),64.07,64.07,13235.0,847998.0
108,裡作,台北市,士林區,471 ,花椰菜,1.34,1.34,10652.0,14274.0
108,一期作,台北市,士林區,471 ,花椰菜,2.7,2.7,12327.0,33283.0
108,二期作,台北市,士林區,471 ,花椰菜,1.1,1.1,13537.0,14891.0
108,全年,台北市,士林區,471 ,花椰菜,5.140000000000001,5.140000000000001,12149.0,62448.0
108,裡作,台北市,士林區,472 ,青花菜,0.64,0.64,11944.0,7644.0
108,全年,台北市,士林區,472 ,青花菜,0.64,0.64,11944.0,7644.0
108,一期作,台北市,士林區,475 ,冬瓜,2.03,2.03,11569.0,23485.0
108,全年,台北市,士林區,475 ,冬瓜,2.03,2.03,11569.0,23485.0
108,裡作,台北市,士林區,477 ,茄子,0.63,0.63,8502.0,5356.0
108,一期作,台北市,士林區,477 ,茄子,3.29,3.29,8423.0,27712.0
108,二期作,台北市,士林區,477 ,茄子,0.59,0.59,9546.0,5632.0
108,全年,台北市,士林區,477 ,茄子,4.51,4.51,8581.0,38700.0
108,一期作,台北市,士林區,478 ,長豇(菜)豆,1.17,1.17,8120.0,9500.0
108,二期作,台北市,士林區,478 ,長豇(菜)豆,0.07,0.07,9571.0,670.0
108,全年,台北市,士林區,478 ,長豇(菜)豆,1.24,1.24,8202.0,10170.0
108,裡作,台北市,士林區,480 ,豌豆(荷蘭豆),1.0,1.0,7842.0,7842.0
108,二期作,台北市,士林區,480 ,豌豆(荷蘭豆),0.07,0.07,8371.0,586.0
108,全年,台北市,士林區,480 ,豌豆(荷蘭豆),1.07,1.07,7877.0,8428.0
108,裡作,台北市,士林區,483 ,南瓜,0.72,0.72,12622.0,9088.0
108,一期作,台北市,士林區,483 ,南瓜,0.54,0.54,11587.0,6257.0
108,二期作,台北市,士林區,483 ,南瓜,0.06,0.06,10867.0,652.0
108,全年,台北市,士林區,483 ,南瓜,1.32,1.32,12119.0,15997.0
108,一期作,台北市,士林區,002 ,食用玉米,1.96,1.96,3650.0,7154.0
108,二期作,台北市,士林區,002 ,食用玉米,0.26,0.26,3854.0,1002.0
108,全年,台北市,士林區,002 ,食用玉米,2.2199999999999998,2.2199999999999998,3674.0,8156.0
108,一期作,台北市,士林區,488 ,絲瓜,3.91,3.91,11478.0,44879.0
108,二期作,台北市,士林區,488 ,絲瓜,0.15,0.15,10180.0,1527.0
108,全年,台北市,士林區,488 ,絲瓜,4.0600000000000005,4.0600000000000005,11430.0,46406.0
108,全年,台北市,士林區,802 ,山藥,14.81,14.81,14515.0,214967.0
108,裡作,台北市,士林區,499 ,其他(果菜),7.27,7.27,10184.0,74038.0
108,一期作,台北市,士林區,499 ,其他(果菜),6.73,6.73,11103.0,74723.0
108,二期作,台北市,士林區,499 ,其他(果菜),6.93,6.93,9543.0,66133.0
108,全年,台北市,士林區,499 ,其他(果菜),20.93,20.93,10267.0,214894.0
108,全年,台北市,士林區,933 ,蘭花,3.01,3.01,82102.0,247127.0
108,全年,台北市,士林區,940 ,其他(花卉),11.52,11.52,8078.0,93059.0
108,全年,台北市,士林區,941 ,苗圃類,11.82,11.82,739091.0,8736056.0
108,全年,台北市,士林區,942 ,盆花類,7.0,7.0,973406.0,6813842.0
108,全年,台北市,士林區,601 ,香蕉,3.08,3.08,14943.0,46024.0
108,全年,台北市,士林區,603 ,椪柑,0.88,0.88,8014.0,7052.0
108,全年,台北市,士林區,605 ,桶柑,2.62,2.62,11285.0,29568.0
108,全年,台北市,士林區,607 ,文旦柚,1.84,1.84,6884.0,12667.0
108,全年,台北市,士林區,609 ,白柚,1.0,1.0,10588.0,10588.0
108,全年,台北市,士林區,614 ,海梨柑,0.36,0.36,10264.0,3695.0
108,全年,台北市,士林區,615 ,茂谷柑,1.13,1.13,8518.0,9625.0
108,全年,台北市,士林區,618 ,其他(青果),0.02,0.02,6150.0,123.0
108,全年,台北市,士林區,619 ,龍眼,0.57,0.57,5940.0,3386.0
108,全年,台北市,士林區,623 ,番石榴,0.09,0.09,11100.0,999.0
108,全年,台北市,士林區,626 ,柿,3.77,3.77,6267.0,23625.0
108,全年,台北市,士林區,627 ,木瓜,0.1,0.1,17130.0,1713.0
108,全年,台北市,士林區,634 ,枇杷,0.04,0.04,5525.0,221.0
108,全年,台北市,士林區,635 ,梅,0.55,0.55,3355.0,1845.0
108,裡作,台北市,士林區,516 ,休閒面積,0.0,624.95,0.0,0.0
108,一期作,台北市,士林區,516 ,休閒面積,0.0,617.32,0.0,0.0
108,二期作,台北市,士林區,516 ,休閒面積,0.0,649.28,0.0,0.0
108,全年,台北市,士林區,516 ,休閒面積,0.0,1891.55,0.0,0.0
108,全年,台北市,士林區,638 ,楊桃,0.18,0.18,11444.0,2060.0
108,裡作,台北市,士林區,517 ,荒廢面積,0.0,9.42,0.0,0.0
108,一期作,台北市,士林區,517 ,荒廢面積,0.0,13.06,0.0,0.0
108,二期作,台北市,士林區,517 ,荒廢面積,0.0,11.0,0.0,0.0
108,全年,台北市,士林區,517 ,荒廢面積,0.0,33.480000000000004,0.0,0.0
108,全年,台北市,士林區,643 ,百香果,0.11,0.11,11673.0,1284.0
108,全年,台北市,士林區,402 ,韭菜,0.07,0.07,12800.0,896.0
108,全年,台北市,士林區,403 ,竹筍,145.88,145.88,4448.0,648874.0
108,全年,台北市,士林區,406 ,龍鬚菜,0.04,0.04,10325.0,413.0
108,全年,台北市,士林區,649 ,楊梅,0.96,0.96,5857.0,5623.0
108,全年,台北市,士林區,651 ,紅龍果,0.12,0.12,25642.0,3077.0
108,裡作,台北市,士林區,416 ,蘿蔔,5.98,5.98,24560.0,146869.0
108,二期作,台北市,士林區,416 ,蘿蔔,5.68,5.68,19221.0,109175.0
108,全年,台北市,士林區,416 ,蘿蔔,11.66,11.66,21959.0,256044.0
108,一期作,台北市,士林區,418 ,茭白筍,0.52,0.52,7608.0,3956.0
108,全年,台北市,士林區,418 ,茭白筍,0.52,0.52,7608.0,3956.0
108,裡作,台北市,士林區,419 ,甘藍,7.9,7.9,26435.0,208837.0
108,全年,台北市,士林區,419 ,甘藍,7.9,7.9,26435.0,208837.0
108,裡作,台北市,士林區,421 ,結球白菜,6.02,6.02,24858.0,149645.0
108,一期作,台北市,士林區,421 ,結球白菜,5.87,5.87,24860.0,145928.0
108,二期作,台北市,士林區,421 ,結球白菜,7.97,7.97,24159.0,192547.0
108,全年,台北市,士林區,421 ,結球白菜,19.86,19.86,24578.0,488120.0
108,裡作,台北市,士林區,422 ,不結球白菜,13.13,13.13,12810.0,168195.0
108,一期作,台北市,士林區,422 ,不結球白菜,24.96,24.96,14808.0,369608.0
108,二期作,台北市,士林區,422 ,不結球白菜,10.52,10.52,15386.0,161861.0
108,全年,台北市,士林區,422 ,不結球白菜,48.61,48.61,14393.0,699664.0
108,裡作,台北市,士林區,425 ,食用番茄,0.72,0.72,8238.0,5931.0
108,一期作,台北市,士林區,425 ,食用番茄,0.94,0.94,10350.0,9729.0
108,二期作,台北市,士林區,425 ,食用番茄,0.98,0.98,17335.0,16988.0
108,全年,台北市,士林區,425 ,食用番茄,2.6399999999999997,2.6399999999999997,12367.0,32648.0
108,裡作,台北市,士林區,437 ,蒜頭,1.0,1.0,6427.0,6427.0
108,全年,台北市,士林區,437 ,蒜頭,1.0,1.0,6427.0,6427.0
108,裡作,台北市,士林區,438 ,蔥,1.61,1.61,9868.0,15887.0
108,一期作,台北市,士林區,438 ,蔥,0.28,0.28,11404.0,3193.0
108,二期作,台北市,士林區,438 ,蔥,0.21,0.21,11619.0,2440.0
108,全年,台北市,士林區,438 ,蔥,2.1,2.1,10248.0,21520.0
108,一期作,台北市,士林區,440 ,芋,0.4,0.4,11533.0,4613.0
108,全年,台北市,士林區,440 ,芋,0.4,0.4,11533.0,4613.0
108,一期作,台北市,士林區,441 ,薑,1.27,1.27,17218.0,21867.0
108,全年,台北市,士林區,441 ,薑,1.27,1.27,17218.0,21867.0
108,裡作,台北市,士林區,201 ,甘藷,6.56,6.56,12218.0,80150.0
108,一期作,台北市,士林區,201 ,甘藷,6.26,6.26,18412.0,115259.0
108,二期作,台北市,士林區,201 ,甘藷,2.14,2.14,13254.0,28364.0
108,全年,台北市,士林區,201 ,甘藷,14.96,14.96,14958.0,223773.0
108,裡作,台北市,士林區,444 ,結頭菜,1.08,1.08,12467.0,13464.0
108,一期作,台北市,士林區,444 ,結頭菜,1.3,1.3,13518.0,17573.0
108,二期作,台北市,士林區,444 ,結頭菜,1.89,1.89,13246.0,25035.0
108,全年,台北市,士林區,444 ,結頭菜,4.27,4.27,13132.0,56072.0
108,全年,台北市,士林區,333 ,羅勒,1.44,1.44,3453.0,4972.0
108,裡作,台北市,士林區,456 ,大芥菜,7.63,7.63,12456.0,95039.0
108,一期作,台北市,士林區,456 ,大芥菜,7.52,7.52,13298.0,100001.0
108,二期作,台北市,士林區,456 ,大芥菜,4.31,4.31,12145.0,52345.0
108,全年,台北市,士林區,456 ,大芥菜,19.459999999999997,19.459999999999997,12712.0,247385.0
108,全年,台北市,士林區,698 ,其他,0.8,0.8,7113.0,5690.0
108,裡作,台北市,士林區,457 ,甕菜,2.53,2.53,12658.0,32025.0
108,一期作,台北市,士林區,457 ,甕菜,3.48,3.48,15361.0,53456.0
108,二期作,台北市,士林區,457 ,甕菜,6.31,6.31,17149.0,108210.0
108,全年,台北市,士林區,457 ,甕菜,12.32,12.32,15722.0,193691.0
108,全年,台北市,士林區,699 ,桑,0.21,0.21,10114.0,2124.0
108,裡作,台北市,士林區,458 ,芹菜,2.8,2.8,11039.0,30909.0
108,一期作,台北市,士林區,458 ,芹菜,2.17,2.17,13643.0,29605.0
108,二期作,台北市,士林區,458 ,芹菜,2.13,2.13,13370.0,28478.0
108,全年,台北市,士林區,458 ,芹菜,7.1,7.1,12534.0,88992.0
108,裡作,台北市,士林區,459 ,菠菜,2.09,2.09,10337.0,21604.0
108,一期作,台北市,士林區,459 ,菠菜,4.4,4.4,13352.0,58749.0
108,二期作,台北市,士林區,459 ,菠菜,4.11,4.11,13481.0,55407.0
108,全年,台北市,士林區,459 ,菠菜,10.600000000000001,10.600000000000001,12808.0,135760.0
108,裡作,台北市,士林區,460 ,萵苣,16.29,16.29,11235.0,183018.0
108,一期作,台北市,士林區,460 ,萵苣,16.78,16.78,13289.0,222989.0
108,二期作,台北市,士林區,460 ,萵苣,12.17,12.17,13100.0,159427.0
108,全年,台北市,士林區,460 ,萵苣,45.24,45.24,12499.0,565434.0
108,裡作,台北市,士林區,462 ,茼蒿,3.2,3.2,10239.0,32765.0
108,二期作,台北市,士林區,462 ,茼蒿,2.3,2.3,13185.0,30325.0
108,全年,台北市,士林區,462 ,茼蒿,5.5,5.5,11471.0,63090.0
108,裡作,台北市,士林區,464 ,芫荽,1.12,1.12,6738.0,7547.0
108,一期作,台北市,士林區,464 ,芫荽,1.08,1.08,6522.0,7044.0
108,二期作,台北市,士林區,464 ,芫荽,1.5,1.5,5355.0,8033.0
108,全年,台北市,士林區,464 ,芫荽,3.7,3.7,6115.0,22624.0
108,裡作,台北市,士林區,465 ,芥藍,9.63,9.63,13259.0,127684.0
108,一期作,台北市,士林區,465 ,芥藍,12.22,12.22,15222.0,186013.0
108,二期作,台北市,士林區,465 ,芥藍,6.89,6.89,15016.0,103460.0
108,全年,台北市,士林區,465 ,芥藍,28.740000000000002,28.740000000000002,14515.0,417157.0
108,裡作,台北市,內湖區,470 ,其他(果菜),0.4,0.4,10000.0,4000.0
108,一期作,台北市,內湖區,470 ,其他(果菜),1.83,1.83,9500.0,17385.0
108,二期作,台北市,內湖區,470 ,其他(果菜),2.7,2.7,10500.0,28350.0
108,全年,台北市,內湖區,470 ,其他(果菜),4.93,4.93,10088.0,49735.0
108,裡作,台北市,內湖區,471 ,花椰菜,0.12,0.12,10000.0,1200.0
108,二期作,台北市,內湖區,471 ,花椰菜,0.03,0.03,9500.0,285.0
108,全年,台北市,內湖區,471 ,花椰菜,0.15,0.15,9900.0,1485.0
108,一期作,台北市,內湖區,475 ,冬瓜,0.1,0.1,8000.0,800.0
108,全年,台北市,內湖區,475 ,冬瓜,0.1,0.1,8000.0,800.0
108,一期作,台北市,內湖區,476 ,苦瓜,0.1,0.1,8100.0,810.0
108,全年,台北市,內湖區,476 ,苦瓜,0.1,0.1,8100.0,810.0
108,裡作,台北市,內湖區,477 ,茄子,0.17,0.17,9200.0,1564.0
108,一期作,台北市,內湖區,477 ,茄子,0.36,0.36,8500.0,3060.0
108,二期作,台北市,內湖區,477 ,茄子,0.36,0.36,8800.0,3168.0
108,全年,台北市,內湖區,477 ,茄子,0.89,0.89,8755.0,7792.0
108,裡作,台北市,內湖區,478 ,長豇(菜)豆,0.55,0.55,10500.0,5775.0
108,一期作,台北市,內湖區,478 ,長豇(菜)豆,0.57,0.57,8600.0,4902.0
108,二期作,台北市,內湖區,478 ,長豇(菜)豆,0.05,0.05,9000.0,450.0
108,全年,台北市,內湖區,478 ,長豇(菜)豆,1.1700000000000002,1.1700000000000002,9510.0,11127.0
108,二期作,台北市,內湖區,482 ,辣椒,0.03,0.03,6400.0,192.0
108,全年,台北市,內湖區,482 ,辣椒,0.03,0.03,6400.0,192.0
108,一期作,台北市,內湖區,483 ,南瓜,1.31,1.31,9100.0,11921.0
108,二期作,台北市,內湖區,483 ,南瓜,1.77,1.77,12000.0,21240.0
108,全年,台北市,內湖區,483 ,南瓜,3.08,3.08,10767.0,33161.0
108,裡作,台北市,內湖區,002 ,食用玉米,0.92,0.92,5800.0,5336.0
108,一期作,台北市,內湖區,002 ,食用玉米,1.33,1.33,4200.0,5586.0
108,二期作,台北市,內湖區,002 ,食用玉米,1.05,1.05,4450.0,4673.0
108,全年,台北市,內湖區,002 ,食用玉米,3.3,3.3,4726.0,15595.0
108,裡作,台北市,內湖區,487 ,扁蒲,0.08,0.08,12250.0,980.0
108,一期作,台北市,內湖區,487 ,扁蒲,0.84,0.84,7200.0,6048.0
108,二期作,台北市,內湖區,487 ,扁蒲,0.7,0.7,9000.0,6300.0
108,全年,台北市,內湖區,487 ,扁蒲,1.6199999999999999,1.6199999999999999,8227.0,13328.0
108,二期作,台北市,內湖區,488 ,絲瓜,0.06,0.06,8200.0,492.0
108,全年,台北市,內湖區,488 ,絲瓜,0.06,0.06,8200.0,492.0
108,裡作,台北市,內湖區,489 ,黃秋葵,0.36,0.36,10200.0,3672.0
108,一期作,台北市,內湖區,489 ,黃秋葵,0.53,0.53,7800.0,4134.0
108,二期作,台北市,內湖區,489 ,黃秋葵,0.06,0.06,8900.0,534.0
108,全年,台北市,內湖區,489 ,黃秋葵,0.95,0.95,8779.0,8340.0
108,裡作,台北市,內湖區,920 ,其他切花,0.5,0.5,6300.0,3150.0
108,全年,台北市,內湖區,920 ,其他切花,0.5,0.5,6300.0,3150.0
108,全年,台北市,內湖區,941 ,苗圃類,1.05,1.05,140000.0,147000.0
108,全年,台北市,內湖區,942 ,盆花類,0.6,0.6,180000.0,108000.0
108,全年,台北市,內湖區,601 ,香蕉,1.1,1.1,13650.0,15015.0
108,全年,台北市,內湖區,603 ,椪柑,5.6,5.6,7038.0,39411.0
108,全年,台北市,內湖區,605 ,桶柑,5.0,5.0,11342.0,56710.0
108,全年,台北市,內湖區,607 ,文旦柚,2.45,2.45,7000.0,17150.0
108,全年,台北市,內湖區,609 ,白柚,1.2,1.2,11020.0,13224.0
108,裡作,台北市,內湖區,504 ,豌豆,0.14,0.14,7300.0,1022.0
108,全年,台北市,內湖區,504 ,豌豆,0.14,0.14,7300.0,1022.0
108,全年,台北市,內湖區,627 ,木瓜,0.14,0.14,14029.0,1964.0
108,裡作,台北市,內湖區,516 ,休閒面積,0.0,77.89,0.0,0.0
108,一期作,台北市,內湖區,516 ,休閒面積,0.0,69.51,0.0,0.0
108,二期作,台北市,內湖區,516 ,休閒面積,0.0,76.46,0.0,0.0
108,全年,台北市,內湖區,516 ,休閒面積,0.0,223.86,0.0,0.0
108,裡作,台北市,內湖區,517 ,荒廢面積,0.0,26.08,0.0,0.0
108,一期作,台北市,內湖區,517 ,荒廢面積,0.0,31.13,0.0,0.0
108,二期作,台北市,內湖區,517 ,荒廢面積,0.0,31.13,0.0,0.0
108,全年,台北市,內湖區,517 ,荒廢面積,0.0,88.33999999999999,0.0,0.0
108,全年,台北市,內湖區,643 ,百香果,0.11,0.11,10255.0,1128.0
108,全年,台北市,內湖區,402 ,韭菜,0.14,0.14,10000.0,1400.0
108,全年,台北市,內湖區,403 ,竹筍,15.5,15.5,5650.0,87575.0
108,全年,台北市,內湖區,404 ,金針菜,0.06,0.06,717.0,43.0
108,全年,台北市,內湖區,651 ,紅龍果,0.12,0.12,18000.0,2160.0
108,一期作,台北市,內湖區,412 ,香瓜,0.09,0.09,7500.0,675.0
108,二期作,台北市,內湖區,412 ,香瓜,0.1,0.1,9000.0,900.0
108,全年,台北市,內湖區,412 ,香瓜,0.19,0.19,8289.0,1575.0
108,裡作,台北市,內湖區,414 ,草莓,5.1,5.1,8400.0,42840.0
108,全年,台北市,內湖區,414 ,草莓,5.1,5.1,8400.0,42840.0
108,裡作,台北市,內湖區,416 ,蘿蔔,0.45,0.45,8000.0,3600.0
108,一期作,台北市,內湖區,416 ,蘿蔔,0.26,0.26,9000.0,2340.0
108,二期作,台北市,內湖區,416 ,蘿蔔,0.85,0.85,10500.0,8925.0
108,全年,台北市,內湖區,416 ,蘿蔔,1.56,1.56,9529.0,14865.0
108,裡作,台北市,內湖區,417 ,胡蘿蔔,0.1,0.1,8800.0,880.0
108,二期作,台北市,內湖區,417 ,胡蘿蔔,0.22,0.22,7700.0,1694.0
108,全年,台北市,內湖區,417 ,胡蘿蔔,0.32,0.32,8044.0,2574.0
108,一期作,台北市,內湖區,418 ,茭白筍,4.2,4.2,8000.0,33600.0
108,全年,台北市,內湖區,418 ,茭白筍,4.2,4.2,8000.0,33600.0
108,裡作,台北市,內湖區,419 ,甘藍,1.88,1.88,10000.0,18800.0
108,一期作,台北市,內湖區,419 ,甘藍,0.5,0.5,10800.0,5400.0
108,二期作,台北市,內湖區,419 ,甘藍,1.87,1.87,10500.0,19635.0
108,全年,台北市,內湖區,419 ,甘藍,4.25,4.25,10314.0,43835.0
108,裡作,台北市,內湖區,421 ,結球白菜,1.2,1.2,8400.0,10080.0
108,二期作,台北市,內湖區,421 ,結球白菜,0.55,0.55,14500.0,7975.0
108,全年,台北市,內湖區,421 ,結球白菜,1.75,1.75,10317.0,18055.0
108,裡作,台北市,內湖區,422 ,不結球白菜,1.45,1.45,8500.0,12325.0
108,一期作,台北市,內湖區,422 ,不結球白菜,0.7,0.7,10000.0,7000.0
108,二期作,台北市,內湖區,422 ,不結球白菜,0.9,0.9,12000.0,10800.0
108,全年,台北市,內湖區,422 ,不結球白菜,3.05,3.05,9877.0,30125.0
108,裡作,台北市,內湖區,425 ,食用番茄,0.15,0.15,7000.0,1050.0
108,二期作,台北市,內湖區,425 ,食用番茄,0.09,0.09,7500.0,675.0
108,全年,台北市,內湖區,425 ,食用番茄,0.24,0.24,7188.0,1725.0
108,裡作,台北市,內湖區,436 ,青蒜,0.15,0.15,8800.0,1320.0
108,全年,台北市,內湖區,436 ,青蒜,0.15,0.15,8800.0,1320.0
108,裡作,台北市,內湖區,438 ,蔥,0.5,0.5,8000.0,4000.0
108,一期作,台北市,內湖區,438 ,蔥,0.15,0.15,10253.0,1538.0
108,全年,台北市,內湖區,438 ,蔥,0.65,0.65,8520.0,5538.0
108,裡作,台北市,內湖區,201 ,甘藷,0.11,0.11,9800.0,1078.0
108,一期作,台北市,內湖區,201 ,甘藷,0.11,0.11,3600.0,396.0
108,二期作,台北市,內湖區,201 ,甘藷,0.13,0.13,7500.0,975.0
108,全年,台北市,內湖區,201 ,甘藷,0.35,0.35,6997.0,2449.0
108,裡作,台北市,內湖區,444 ,結頭菜,0.12,0.12,10600.0,1272.0
108,全年,台北市,內湖區,444 ,結頭菜,0.12,0.12,10600.0,1272.0
108,全年,台北市,內湖區,333 ,羅勒,0.03,0.03,5100.0,153.0
108,裡作,台北市,內湖區,456 ,大芥菜,0.11,0.11,9000.0,990.0
108,一期作,台北市,內湖區,456 ,大芥菜,0.5,0.5,10000.0,5000.0
108,二期作,台北市,內湖區,456 ,大芥菜,0.5,0.5,11000.0,5500.0
108,全年,台北市,內湖區,456 ,大芥菜,1.1099999999999999,1.1099999999999999,10351.0,11490.0
108,裡作,台北市,內湖區,457 ,甕菜,0.36,0.36,8200.0,2952.0
108,一期作,台北市,內湖區,457 ,甕菜,0.6,0.6,9900.0,5940.0
108,二期作,台北市,內湖區,457 ,甕菜,0.07,0.07,11000.0,770.0
108,全年,台北市,內湖區,457 ,甕菜,1.03,1.03,9381.0,9662.0
108,裡作,台北市,內湖區,458 ,芹菜,0.11,0.11,8200.0,902.0
108,全年,台北市,內湖區,458 ,芹菜,0.11,0.11,8200.0,902.0
108,裡作,台北市,內湖區,460 ,萵苣,1.02,1.02,11500.0,11730.0
108,一期作,台北市,內湖區,460 ,萵苣,0.76,0.76,9500.0,7220.0
108,二期作,台北市,內湖區,460 ,萵苣,0.05,0.05,11000.0,550.0
108,全年,台北市,內湖區,460 ,萵苣,1.83,1.83,10656.0,19500.0
108,二期作,台北市,內湖區,462 ,茼蒿,0.19,0.19,9000.0,1710.0
108,全年,台北市,內湖區,462 ,茼蒿,0.19,0.19,9000.0,1710.0
108,裡作,台北市,中山區,470 ,其他(果菜),0.2,0.2,9900.0,1980.0
108,一期作,台北市,中山區,470 ,其他(果菜),0.1,0.1,10000.0,1000.0
108,二期作,台北市,中山區,470 ,其他(果菜),0.1,0.1,9900.0,990.0
108,全年,台北市,中山區,470 ,其他(果菜),0.4,0.4,9925.0,3970.0
108,全年,台北市,中山區,601 ,香蕉,0.11,0.11,11555.0,1271.0
108,全年,台北市,中山區,607 ,文旦柚,0.7,0.7,3126.0,2188.0
108,全年,台北市,中山區,622 ,檳榔,0.1,0.1,1950.0,195.0
108,裡作,台北市,中山區,516 ,休閒面積,0.0,15.46,0.0,0.0
108,一期作,台北市,中山區,516 ,休閒面積,0.0,15.56,0.0,0.0
108,二期作,台北市,中山區,516 ,休閒面積,0.0,15.56,0.0,0.0
108,全年,台北市,中山區,516 ,休閒面積,0.0,46.580000000000005,0.0,0.0
108,裡作,台北市,中山區,517 ,荒廢面積,0.0,1.83,0.0,0.0
108,一期作,台北市,中山區,517 ,荒廢面積,0.0,1.83,0.0,0.0
108,二期作,台北市,中山區,517 ,荒廢面積,0.0,1.83,0.0,0.0
108,全年,台北市,中山區,517 ,荒廢面積,0.0,5.49,0.0,0.0
108,全年,台北市,中山區,403 ,竹筍,5.0,5.0,2900.0,14500.0
108,裡作,台北市,松山區,470 ,其他(果菜),0.02,0.02,8850.0,177.0
108,一期作,台北市,松山區,470 ,其他(果菜),0.02,0.02,8800.0,176.0
108,二期作,台北市,松山區,470 ,其他(果菜),0.02,0.02,8900.0,178.0
108,全年,台北市,松山區,470 ,其他(果菜),0.06,0.06,8850.0,531.0
108,裡作,台北市,松山區,517 ,荒廢面積,0.0,0.5,0.0,0.0
108,一期作,台北市,松山區,517 ,荒廢面積,0.0,0.5,0.0,0.0
108,二期作,台北市,松山區,517 ,荒廢面積,0.0,0.5,0.0,0.0
108,全年,台北市,松山區,517 ,荒廢面積,0.0,1.5,0.0,0.0
108,裡作,台北市,信義區,470 ,其他(果菜),0.96,0.96,7600.0,7296.0
